name,number,from,to,departure_time,arrival_time,price,duration_hours,link,
Vistara,VI8572,Srinagar,Ahmedabad,21:00,22:36,4996,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK2945,Jaipur,Pune,16:00,18:42,9587,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5435,Bangalore,Hyderabad,07:15,08:39,4814,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI5900,Kochi,Hyderabad,18:15,20:03,6597,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5788,Chennai,Goa,16:15,18:39,9453,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI3024,Hyderabad,Lucknow,11:30,12:42,3247,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4608,Bangalore,Hyderabad,07:15,09:15,5906,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI7278,Guwahati,Chennai,18:15,21:33,9847,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI9242,Delhi,Pune,16:45,19:09,6451,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI7876,Delhi,Srinagar,17:45,19:21,6216,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9741,Lucknow,Guwahati,13:45,16:15,8127,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI6465,Ahmedabad,Guwahati,20:30,22:36,6400,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6076,Lucknow,Srinagar,23:30,02:18,8671,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3925,Chandigarh,Lucknow,21:15,23:03,5220,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI8134,Jaipur,Bangalore,14:30,16:24,7404,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK834,Kochi,Goa,10:30,12:54,6338,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI1968,Mumbai,Goa,08:30,11:00,8867,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN4454,Chennai,Kolkata,10:15,13:03,8988,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4438,Chennai,Chandigarh,19:45,22:03,8861,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI5660,Delhi,Goa,09:15,11:33,5860,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9340,Bangalore,Mumbai,02:30,03:54,5412,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK7484,Bangalore,Pune,07:15,08:33,4664,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN7892,Chennai,Kolkata,15:00,18:18,10748,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI925,Bangalore,Chandigarh,22:15,01:39,11390,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP8012,Bangalore,Lucknow,23:15,00:45,5461,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8566,Hyderabad,Goa,13:15,16:15,10422,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI5946,Delhi,Kochi,09:15,11:03,6397,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI657,Jaipur,Hyderabad,05:15,06:21,3528,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP4953,Bangalore,Mumbai,04:00,06:48,8097,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9289,Guwahati,Lucknow,09:00,10:06,3313,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI8802,Guwahati,Kochi,11:00,13:12,8027,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI8761,Kochi,Chennai,11:00,13:18,6759,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN4959,Kolkata,Chennai,08:45,11:03,8307,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN1495,Pune,Ahmedabad,08:15,10:21,7234,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI480,Lucknow,Chennai,06:15,08:03,5936,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP1360,Guwahati,Chennai,21:15,23:39,6060,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9238,Mumbai,Delhi,15:30,16:30,3082,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6490,Hyderabad,Goa,07:30,10:12,7227,2.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4439,Kochi,Mumbai,19:45,21:21,5787,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN2587,Kochi,Chandigarh,01:00,03:30,9465,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI6138,Lucknow,Guwahati,18:15,21:27,9683,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP6577,Guwahati,Goa,08:45,12:09,11005,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK1141,Hyderabad,Kochi,03:30,04:36,2842,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI1769,Pune,Hyderabad,14:45,16:51,7879,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI3841,Kolkata,Jaipur,08:15,10:33,6536,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9155,Kochi,Srinagar,01:00,03:00,5066,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI5891,Srinagar,Goa,01:45,02:45,2779,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP6219,Ahmedabad,Chandigarh,05:00,07:12,7821,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK8140,Chennai,Chandigarh,20:15,22:33,8694,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI1916,Goa,Pune,14:00,15:48,5621,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9863,Mumbai,Goa,09:45,12:51,10611,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI173,Pune,Kochi,07:45,09:03,4634,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4984,Mumbai,Kolkata,08:00,09:42,5825,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK7905,Kolkata,Chandigarh,21:15,22:39,3721,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI2240,Bangalore,Pune,14:45,16:45,7266,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN3244,Kolkata,Bangalore,15:00,16:48,4590,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK5445,Mumbai,Pune,19:15,22:27,9152,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5430,Lucknow,Jaipur,18:00,20:12,6069,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI2260,Goa,Chandigarh,00:30,01:36,3532,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP588,Chandigarh,Jaipur,12:45,15:09,6506,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8924,Ahmedabad,Pune,05:15,08:15,9378,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7631,Delhi,Bangalore,14:00,15:12,3138,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP209,Delhi,Kolkata,01:30,03:00,3993,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI3406,Goa,Mumbai,10:45,13:27,9855,2.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK8633,Mumbai,Lucknow,09:00,10:54,5002,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI8274,Chennai,Hyderabad,17:45,18:45,3733,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4987,Lucknow,Mumbai,18:45,21:51,12080,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI2493,Hyderabad,Srinagar,03:15,06:45,13930,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI5852,Guwahati,Hyderabad,00:30,03:06,7212,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8324,Kolkata,Delhi,16:45,18:03,3354,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI732,Bangalore,Jaipur,23:45,02:39,11571,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN2156,Lucknow,Kochi,17:30,18:48,4565,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI5007,Kolkata,Chandigarh,07:15,10:27,9481,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP1231,Bangalore,Chennai,09:30,10:48,4423,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN2770,Ahmedabad,Srinagar,02:30,05:06,9802,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP392,Goa,Kolkata,18:30,21:54,10002,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2338,Bangalore,Goa,14:30,17:06,7641,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8648,Pune,Kochi,14:00,17:30,13653,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI8083,Lucknow,Jaipur,02:00,03:42,5657,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI2754,Goa,Guwahati,03:00,05:00,5044,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN8284,Chennai,Lucknow,02:00,04:06,6640,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6876,Goa,Delhi,18:30,19:48,4893,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP5421,Chandigarh,Jaipur,04:45,05:57,3265,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN5799,Jaipur,Kochi,18:15,19:21,3168,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP3399,Delhi,Pune,12:45,15:21,8803,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9534,Chandigarh,Srinagar,20:30,22:30,5210,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP8247,Lucknow,Hyderabad,14:45,18:09,13005,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN9316,Pune,Mumbai,00:30,03:54,10220,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP2547,Hyderabad,Srinagar,11:30,15:00,11389,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8831,Jaipur,Delhi,19:30,21:12,4652,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI5560,Hyderabad,Chennai,13:00,16:24,9819,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP1587,Goa,Jaipur,12:30,14:54,6998,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7844,Lucknow,Jaipur,22:30,01:42,8409,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP2823,Kolkata,Delhi,09:30,13:00,10160,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI1911,Kochi,Guwahati,05:00,07:18,5796,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI9180,Goa,Guwahati,12:30,15:00,6585,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI4190,Jaipur,Srinagar,17:30,20:36,8928,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI7890,Jaipur,Lucknow,09:15,11:21,5250,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9669,Kolkata,Chandigarh,22:30,23:42,4484,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN4064,Chennai,Chandigarh,12:45,15:21,9560,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK6809,Hyderabad,Guwahati,10:00,11:42,5064,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI1294,Pune,Chennai,00:45,02:15,4899,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN8137,Delhi,Kochi,13:00,15:12,5667,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP373,Mumbai,Chandigarh,14:00,17:12,12419,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN9928,Kolkata,Ahmedabad,13:15,16:15,7986,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK2310,Kochi,Ahmedabad,09:15,11:27,5880,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9789,Goa,Pune,03:45,05:15,4656,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI5979,Srinagar,Chandigarh,16:45,18:33,5385,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3798,Hyderabad,Mumbai,07:30,09:12,5509,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI147,Lucknow,Hyderabad,12:00,14:42,7492,2.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI299,Jaipur,Kochi,02:45,04:57,7627,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI2672,Pune,Chennai,20:30,21:54,4890,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP2570,Guwahati,Lucknow,04:45,07:03,8068,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP1693,Guwahati,Lucknow,03:45,05:45,6192,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN786,Pune,Lucknow,18:15,20:51,8364,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI4514,Lucknow,Guwahati,23:00,01:06,7469,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI1276,Guwahati,Ahmedabad,16:45,20:03,10932,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6331,Kochi,Bangalore,05:30,08:12,8694,2.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN1484,Kochi,Bangalore,15:30,16:42,4704,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI6880,Bangalore,Pune,16:15,18:21,8114,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP1340,Kolkata,Delhi,05:45,07:27,5411,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8819,Ahmedabad,Chennai,00:00,01:24,4114,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI2494,Chandigarh,Pune,06:15,07:45,4576,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI1130,Ahmedabad,Bangalore,05:30,07:12,6504,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9372,Mumbai,Ahmedabad,22:30,01:48,12790,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8176,Lucknow,Kolkata,06:15,07:15,3579,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6484,Chandigarh,Ahmedabad,19:45,21:39,6201,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP917,Kochi,Goa,21:45,23:21,6313,1.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI374,Pune,Goa,18:00,21:24,11311,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP1628,Ahmedabad,Goa,22:30,00:18,4833,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK143,Chandigarh,Ahmedabad,05:00,07:30,7547,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6630,Kochi,Jaipur,15:45,17:45,6514,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9060,Kochi,Kolkata,01:00,02:12,3040,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8992,Hyderabad,Kochi,09:15,10:27,4413,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI9329,Ahmedabad,Mumbai,14:15,17:39,12828,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI5543,Kolkata,Pune,13:30,15:36,5302,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI7924,Guwahati,Lucknow,15:00,17:00,7294,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7656,Srinagar,Hyderabad,17:00,19:00,7316,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN960,Kolkata,Srinagar,12:45,15:39,7948,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN5495,Pune,Chennai,10:15,13:21,9225,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI501,Lucknow,Goa,15:30,18:18,11037,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6700,Jaipur,Guwahati,10:15,11:57,4391,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI2819,Guwahati,Hyderabad,07:00,10:12,9324,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI8039,Chennai,Pune,04:30,05:54,4033,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI415,Hyderabad,Jaipur,00:30,03:36,11184,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI2038,Pune,Kochi,07:45,09:33,6276,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK4441,Delhi,Guwahati,04:30,06:48,8033,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI2836,Mumbai,Delhi,13:15,16:45,10766,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7399,Bangalore,Jaipur,06:15,09:27,12022,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN5175,Chennai,Lucknow,14:00,17:06,8996,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI7513,Pune,Goa,09:30,12:06,7800,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI6388,Hyderabad,Chennai,07:15,09:33,5844,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI7958,Hyderabad,Srinagar,21:00,23:06,5546,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7861,Hyderabad,Mumbai,13:15,15:09,7503,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4766,Pune,Chennai,21:15,23:33,6665,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP2900,Bangalore,Chandigarh,01:00,02:42,5450,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK5213,Chandigarh,Pune,19:45,22:27,7084,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP6688,Bangalore,Pune,02:00,05:18,8325,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4394,Kolkata,Chennai,09:15,11:09,6214,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI4915,Lucknow,Kochi,12:30,13:30,2665,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN576,Chennai,Chandigarh,01:00,03:54,11472,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7022,Delhi,Chennai,13:30,15:54,7723,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP3918,Kochi,Srinagar,14:15,16:27,7414,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3872,Kolkata,Kochi,08:00,11:06,10425,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK5852,Delhi,Bangalore,00:30,02:06,4832,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8444,Hyderabad,Guwahati,08:45,11:03,8873,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP9576,Goa,Mumbai,10:15,11:45,4341,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN5324,Chennai,Goa,19:45,22:21,8450,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI882,Chennai,Kochi,21:45,23:03,3615,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN1591,Srinagar,Kolkata,01:00,02:48,4827,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI3460,Lucknow,Mumbai,21:15,22:39,3631,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI576,Ahmedabad,Delhi,14:45,17:39,9819,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6589,Delhi,Srinagar,10:15,12:15,6078,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP4619,Bangalore,Mumbai,15:30,17:48,7702,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI343,Guwahati,Hyderabad,02:30,05:42,11740,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI5333,Mumbai,Chennai,21:30,23:36,7024,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP295,Goa,Kochi,12:45,14:09,4760,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP7824,Delhi,Kolkata,12:00,14:30,7332,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK1975,Ahmedabad,Chandigarh,02:45,04:03,4069,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI9065,Jaipur,Pune,08:00,11:18,9814,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9634,Ahmedabad,Pune,05:15,06:33,4992,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4601,Lucknow,Goa,03:30,04:48,3840,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI1801,Bangalore,Goa,02:30,05:12,9612,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI7022,Mumbai,Jaipur,10:45,13:39,10715,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN2081,Guwahati,Hyderabad,23:15,01:27,7763,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP5790,Guwahati,Chandigarh,22:45,01:51,8357,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2046,Pune,Kochi,18:45,20:15,5872,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK102,Kolkata,Pune,20:00,21:54,5019,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN549,Ahmedabad,Kochi,14:00,16:54,10843,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6128,Pune,Chandigarh,05:00,06:54,7303,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP1392,Hyderabad,Chandigarh,01:15,04:27,12086,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI4143,Hyderabad,Bangalore,01:00,02:06,4048,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI2214,Jaipur,Chennai,21:00,23:42,8542,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP6104,Kolkata,Goa,13:15,15:21,7331,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP7895,Kochi,Srinagar,03:00,04:30,3762,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI1632,Ahmedabad,Chennai,12:15,14:27,8566,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9725,Kochi,Bangalore,19:00,20:48,5504,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN4936,Goa,Chandigarh,18:45,20:27,6764,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN294,Kolkata,Srinagar,11:00,13:24,6715,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK7809,Goa,Mumbai,13:00,14:36,4593,1.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6177,Pune,Kochi,12:30,14:54,6122,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
